id_interaccion,id_cliente,id_producto,fecha_interaccion,canal,aceptado
INT_004066,CLI_000817,PRD_0045,2024-11-28,Call Center,True
INT_004067,CLI_000114,PRD_0025,2024-10-09,Sucursal,False
INT_004068,CLI_000636,PRD_0044,2025-08-06,App Móvil,False
INT_004069,CLI_000151,PRD_0004,2025-09-14,Digital,False
INT_004070,CLI_000561,PRD_0019,2025-02-05,App Móvil,False
INT_004071,CLI_000982,PRD_0004,2025-06-16,Sucursal,True
INT_004072,CLI_000333,PRD_0011,2025-09-17,Call Center,True
INT_004073,CLI_000971,PRD_0039,2025-03-23,Digital,False
INT_004074,CLI_000756,PRD_0050,2025-04-01,Sucursal,True
INT_004075,CLI_000539,PRD_0044,2025-02-03,App Móvil,False
INT_004076,CLI_000327,PRD_0014,2025-06-17,Digital,True
INT_004077,CLI_000447,PRD_0032,2024-10-18,Call Center,False
INT_004078,CLI_000317,PRD_0004,2025-05-27,App Móvil,False
INT_004079,CLI_000054,PRD_0040,2025-08-22,App Móvil,False
INT_004080,CLI_000382,PRD_0019,2025-05-16,App Móvil,True
INT_004081,CLI_000289,PRD_0027,2025-05-04,Digital,True
INT_004082,CLI_000883,PRD_0007,2025-02-14,Digital,False
INT_004083,CLI_000605,PRD_0043,2025-01-08,Sucursal,False
INT_004084,CLI_000929,PRD_0034,2025-05-24,App Móvil,True
INT_004085,CLI_000262,PRD_0012,2025-09-06,App Móvil,True
INT_004086,CLI_000256,PRD_0033,2025-02-26,Call Center,True
INT_004087,CLI_000642,PRD_0003,2025-05-04,App Móvil,True
INT_004088,CLI_000045,PRD_0008,2025-04-08,Digital,True
INT_004089,CLI_000974,PRD_0040,2025-01-30,App Móvil,False
INT_004090,CLI_000961,PRD_0031,2024-10-16,Call Center,True
INT_004091,CLI_000894,PRD_0018,2024-10-12,Call Center,False
INT_004092,CLI_000082,PRD_0002,2024-10-14,Digital,True
INT_004093,CLI_000180,PRD_0040,2025-09-28,Sucursal,True
INT_004094,CLI_000101,PRD_0045,2024-12-02,App Móvil,False
INT_004095,CLI_000908,PRD_0039,2024-10-27,Sucursal,True
INT_004096,CLI_000900,PRD_0047,2025-07-21,App Móvil,True
INT_004097,CLI_000530,PRD_0028,2025-04-24,App Móvil,False
INT_004098,CLI_000373,PRD_0026,2025-02-11,Digital,True
INT_004099,CLI_000427,PRD_0038,2025-01-21,App Móvil,False
INT_004100,CLI_000641,PRD_0025,2025-08-06,App Móvil,False
INT_004101,CLI_000257,PRD_0012,2024-10-23,Sucursal,False
INT_004102,CLI_000924,PRD_0049,2025-01-10,Digital,False
INT_004103,CLI_000388,PRD_0041,2025-02-15,App Móvil,False
INT_004104,CLI_000059,PRD_0049,2025-07-31,Sucursal,False
INT_004105,CLI_000237,PRD_0050,2024-11-10,Digital,False
INT_004106,CLI_000974,PRD_0024,2025-08-15,App Móvil,False
INT_004107,CLI_000298,PRD_0032,2025-06-29,Sucursal,True
INT_004108,CLI_000112,PRD_0024,2024-12-28,Digital,True
INT_004109,CLI_000017,PRD_0008,2024-11-30,App Móvil,False
INT_004110,CLI_000691,PRD_0009,2025-04-08,App Móvil,True
INT_004111,CLI_000531,PRD_0047,2025-06-28,Call Center,True
INT_004112,CLI_000933,PRD_0009,2024-12-12,Digital,False
INT_004113,CLI_000348,PRD_0020,2025-03-28,Sucursal,False
INT_004114,CLI_000663,PRD_0022,2025-09-25,Digital,False
INT_004115,CLI_000165,PRD_0009,2025-04-29,Call Center,True
INT_004116,CLI_000836,PRD_0018,2025-08-01,Sucursal,False
INT_004117,CLI_000933,PRD_0020,2024-11-05,Digital,False
INT_004118,CLI_000359,PRD_0006,2025-03-06,Call Center,False
INT_004119,CLI_000892,PRD_0038,2025-04-06,Digital,False
INT_004120,CLI_000497,PRD_0025,2025-02-27,Digital,False
INT_004121,CLI_000173,PRD_0016,2025-04-15,Call Center,False
INT_004122,CLI_000807,PRD_0050,2025-07-05,Sucursal,True
INT_004123,CLI_000932,PRD_0005,2025-03-26,Sucursal,False
INT_004124,CLI_000095,PRD_0037,2024-12-03,Sucursal,True
INT_004125,CLI_000712,PRD_0017,2025-02-22,App Móvil,True
INT_004126,CLI_000785,PRD_0037,2024-10-31,Sucursal,True
INT_004127,CLI_000022,PRD_0024,2025-02-22,Digital,False
INT_004128,CLI_000802,PRD_0023,2024-10-09,Digital,True
INT_004129,CLI_000456,PRD_0004,2025-08-14,App Móvil,False
INT_004130,CLI_000244,PRD_0007,2025-08-11,App Móvil,False
INT_004131,CLI_000193,PRD_0022,2025-09-25,Call Center,True
INT_004132,CLI_000867,PRD_0024,2025-03-07,App Móvil,False
INT_004133,CLI_000040,PRD_0003,2024-11-18,Call Center,True
INT_004134,CLI_000740,PRD_0015,2025-08-13,Call Center,False
INT_004135,CLI_000592,PRD_0025,2025-01-19,Digital,False
INT_004136,CLI_000018,PRD_0018,2025-09-17,Call Center,False
INT_004137,CLI_000005,PRD_0036,2025-03-02,Digital,False
INT_004138,CLI_000897,PRD_0026,2025-02-13,Call Center,True
INT_004139,CLI_000654,PRD_0005,2025-08-06,App Móvil,False
INT_004140,CLI_000348,PRD_0005,2025-02-05,Sucursal,True
INT_004141,CLI_000967,PRD_0028,2025-04-07,Digital,False
INT_004142,CLI_000920,PRD_0014,2025-02-08,Digital,False
INT_004143,CLI_000940,PRD_0021,2024-11-07,Call Center,True
INT_004144,CLI_000416,PRD_0002,2025-03-15,Sucursal,False
INT_004145,CLI_000188,PRD_0020,2025-03-26,App Móvil,True
INT_004146,CLI_000768,PRD_0006,2025-01-17,Sucursal,False
INT_004147,CLI_000704,PRD_0002,2024-10-31,App Móvil,True
INT_004148,CLI_000024,PRD_0042,2025-03-05,App Móvil,True
INT_004149,CLI_000584,PRD_0009,2025-10-01,Sucursal,False
INT_004150,CLI_000541,PRD_0034,2025-03-05,Sucursal,False
INT_004151,CLI_000041,PRD_0005,2025-09-20,App Móvil,True
INT_004152,CLI_000774,PRD_0033,2025-03-26,Digital,True
INT_004153,CLI_000214,PRD_0013,2025-01-11,App Móvil,False
INT_004154,CLI_000412,PRD_0012,2024-11-30,Call Center,False
INT_004155,CLI_000455,PRD_0020,2025-07-08,Call Center,True
INT_004156,CLI_000204,PRD_0018,2025-02-25,App Móvil,False
INT_004157,CLI_000392,PRD_0039,2025-03-17,App Móvil,True
INT_004158,CLI_000195,PRD_0004,2024-11-08,App Móvil,True
INT_004159,CLI_000768,PRD_0047,2025-09-07,Sucursal,False
INT_004160,CLI_000182,PRD_0031,2024-12-12,Call Center,False
INT_004161,CLI_000194,PRD_0028,2024-11-12,App Móvil,False
INT_004162,CLI_000700,PRD_0010,2025-07-07,Call Center,True
INT_004163,CLI_000328,PRD_0012,2025-04-24,App Móvil,True
INT_004164,CLI_000057,PRD_0001,2025-02-22,Sucursal,True
INT_004165,CLI_000296,PRD_0041,2024-10-05,Call Center,True
INT_004166,CLI_000249,PRD_0007,2025-01-18,Digital,False
INT_004167,CLI_000449,PRD_0015,2024-12-12,App Móvil,True
INT_004168,CLI_000676,PRD_0027,2024-11-16,App Móvil,False
INT_004169,CLI_000462,PRD_0007,2024-12-24,Sucursal,False
INT_004170,CLI_000970,PRD_0007,2025-04-21,Call Center,True
INT_004171,CLI_000155,PRD_0007,2025-08-17,App Móvil,True
INT_004172,CLI_000200,PRD_0011,2025-09-28,Sucursal,True
INT_004173,CLI_000888,PRD_0023,2024-12-04,App Móvil,False
INT_004174,CLI_000382,PRD_0006,2024-11-21,App Móvil,True
INT_004175,CLI_000587,PRD_0026,2025-08-24,App Móvil,False
INT_004176,CLI_000616,PRD_0008,2025-09-21,Call Center,False
INT_004177,CLI_000589,PRD_0046,2025-07-29,Call Center,False
INT_004178,CLI_000499,PRD_0021,2024-11-13,Digital,False
INT_004179,CLI_000757,PRD_0004,2025-04-03,Sucursal,False
INT_004180,CLI_000487,PRD_0028,2024-11-03,Sucursal,True
INT_004181,CLI_000048,PRD_0024,2025-05-04,App Móvil,False
INT_004182,CLI_000579,PRD_0047,2025-05-31,Digital,True
INT_004183,CLI_000105,PRD_0048,2025-03-24,Call Center,False
INT_004184,CLI_000376,PRD_0039,2024-10-31,Call Center,False
INT_004185,CLI_000067,PRD_0003,2025-08-22,App Móvil,True
INT_004186,CLI_000715,PRD_0011,2024-11-16,Call Center,False
INT_004187,CLI_000625,PRD_0014,2024-12-11,Call Center,True
INT_004188,CLI_000275,PRD_0046,2025-08-08,App Móvil,False
INT_004189,CLI_000873,PRD_0030,2024-12-02,Digital,False
INT_004190,CLI_000695,PRD_0017,2025-07-23,App Móvil,True
INT_004191,CLI_000260,PRD_0025,2025-07-03,Digital,True
INT_004192,CLI_000907,PRD_0010,2025-01-23,App Móvil,True
INT_004193,CLI_000192,PRD_0039,2025-06-19,Sucursal,False
INT_004194,CLI_000353,PRD_0043,2025-01-25,Call Center,True
INT_004195,CLI_000697,PRD_0016,2025-03-06,Sucursal,False
INT_004196,CLI_000568,PRD_0042,2024-11-17,App Móvil,True
INT_004197,CLI_000654,PRD_0041,2024-10-17,App Móvil,True
INT_004198,CLI_000929,PRD_0040,2025-04-26,App Móvil,True
INT_004199,CLI_000221,PRD_0030,2025-02-15,Call Center,False
INT_004200,CLI_000919,PRD_0001,2025-07-03,App Móvil,False
INT_004201,CLI_000984,PRD_0043,2025-07-04,Call Center,True
INT_004202,CLI_000280,PRD_0002,2024-11-14,App Móvil,False
INT_004203,CLI_000932,PRD_0013,2025-09-17,Sucursal,False
INT_004204,CLI_000534,PRD_0034,2025-04-11,Digital,True
INT_004205,CLI_000435,PRD_0001,2025-01-29,App Móvil,False
INT_004206,CLI_000491,PRD_0041,2024-11-30,Sucursal,False
INT_004207,CLI_000475,PRD_0050,2025-07-14,Sucursal,False
INT_004208,CLI_000487,PRD_0029,2025-05-26,Sucursal,True
INT_004209,CLI_000873,PRD_0008,2025-06-27,Digital,False
INT_004210,CLI_000350,PRD_0046,2025-01-02,Sucursal,False
INT_004211,CLI_000846,PRD_0015,2025-01-14,Call Center,True
INT_004212,CLI_000870,PRD_0049,2025-06-15,Digital,False
INT_004213,CLI_000390,PRD_0023,2025-08-06,Sucursal,False
INT_004214,CLI_000371,PRD_0030,2025-09-18,Call Center,False
INT_004215,CLI_000351,PRD_0042,2025-06-13,App Móvil,True
INT_004216,CLI_000126,PRD_0007,2024-10-14,Sucursal,True
INT_004217,CLI_000527,PRD_0043,2025-05-19,Digital,False
INT_004218,CLI_000861,PRD_0030,2025-06-23,Sucursal,False
INT_004219,CLI_000649,PRD_0012,2025-04-08,Sucursal,False
INT_004220,CLI_000858,PRD_0004,2024-11-04,Call Center,False
INT_004221,CLI_000463,PRD_0040,2025-01-23,App Móvil,False
INT_004222,CLI_000207,PRD_0016,2025-03-13,App Móvil,True
INT_004223,CLI_000204,PRD_0022,2025-05-28,App Móvil,False
INT_004224,CLI_000122,PRD_0018,2024-10-17,Call Center,True
INT_004225,CLI_000179,PRD_0005,2025-05-13,App Móvil,False
INT_004226,CLI_000045,PRD_0045,2025-08-12,Digital,False
INT_004227,CLI_000636,PRD_0039,2024-12-07,App Móvil,False
INT_004228,CLI_000887,PRD_0040,2025-06-20,Sucursal,True
INT_004229,CLI_000948,PRD_0023,2025-01-27,App Móvil,False
INT_004230,CLI_000542,PRD_0003,2025-02-17,App Móvil,True
INT_004231,CLI_000609,PRD_0021,2025-05-17,Call Center,True
INT_004232,CLI_000694,PRD_0028,2024-11-19,Call Center,False
INT_004233,CLI_000715,PRD_0021,2025-03-21,Call Center,True
INT_004234,CLI_000519,PRD_0004,2024-12-17,App Móvil,False
INT_004235,CLI_000043,PRD_0014,2024-11-14,Sucursal,True
INT_004236,CLI_000384,PRD_0012,2025-02-15,Call Center,False
INT_004237,CLI_000211,PRD_0040,2025-09-16,App Móvil,True
INT_004238,CLI_000639,PRD_0003,2025-05-27,Sucursal,False
INT_004239,CLI_000119,PRD_0016,2025-05-06,Sucursal,False
INT_004240,CLI_000481,PRD_0026,2024-11-07,Digital,False
INT_004241,CLI_000132,PRD_0049,2025-01-05,Call Center,False
INT_004242,CLI_000184,PRD_0021,2025-09-18,Call Center,False
INT_004243,CLI_000632,PRD_0038,2025-04-21,Sucursal,True
INT_004244,CLI_000039,PRD_0010,2025-06-30,Sucursal,True
INT_004245,CLI_000333,PRD_0042,2025-08-27,Call Center,True
INT_004246,CLI_000744,PRD_0016,2025-03-27,Sucursal,True
INT_004247,CLI_000031,PRD_0048,2025-04-26,App Móvil,False
INT_004248,CLI_000709,PRD_0035,2025-04-23,Call Center,True
INT_004249,CLI_000983,PRD_0050,2025-04-18,Sucursal,False
INT_004250,CLI_000809,PRD_0042,2024-12-17,App Móvil,True
INT_004251,CLI_000650,PRD_0042,2025-06-06,Sucursal,False
INT_004252,CLI_000134,PRD_0042,2025-03-20,Sucursal,False
INT_004253,CLI_000262,PRD_0009,2025-06-17,App Móvil,False
INT_004254,CLI_000271,PRD_0025,2025-08-12,App Móvil,False
INT_004255,CLI_000329,PRD_0036,2024-11-26,App Móvil,False
INT_004256,CLI_000733,PRD_0042,2024-10-25,Call Center,False
INT_004257,CLI_000414,PRD_0028,2024-11-07,Digital,True
INT_004258,CLI_000662,PRD_0038,2025-02-23,App Móvil,False
INT_004259,CLI_000215,PRD_0034,2025-04-23,App Móvil,False
INT_004260,CLI_000542,PRD_0002,2025-09-08,App Móvil,True
INT_004261,CLI_000072,PRD_0009,2025-01-21,Sucursal,False
INT_004262,CLI_000736,PRD_0020,2025-05-16,App Móvil,True
INT_004263,CLI_000799,PRD_0037,2025-08-01,Call Center,False
INT_004264,CLI_000081,PRD_0024,2024-11-30,Digital,False
INT_004265,CLI_000606,PRD_0032,2025-03-21,App Móvil,True
INT_004266,CLI_000571,PRD_0023,2025-09-23,Call Center,True
INT_004267,CLI_000292,PRD_0037,2024-11-08,Call Center,True
INT_004268,CLI_000049,PRD_0001,2024-12-13,App Móvil,False
INT_004269,CLI_000162,PRD_0039,2025-02-09,Digital,False
INT_004270,CLI_000064,PRD_0006,2025-03-11,Call Center,True
INT_004271,CLI_000578,PRD_0049,2025-01-03,Sucursal,True
INT_004272,CLI_000483,PRD_0023,2025-09-13,Sucursal,False
INT_004273,CLI_000401,PRD_0022,2025-09-25,Sucursal,True
INT_004274,CLI_000951,PRD_0004,2025-08-16,Call Center,True
INT_004275,CLI_000185,PRD_0012,2025-03-05,Call Center,False
INT_004276,CLI_000616,PRD_0014,2025-05-16,Call Center,False
INT_004277,CLI_000341,PRD_0015,2025-04-09,App Móvil,True
INT_004278,CLI_000955,PRD_0050,2024-12-23,Sucursal,True
INT_004279,CLI_000873,PRD_0012,2025-01-24,Digital,False
INT_004280,CLI_000564,PRD_0047,2025-03-16,Call Center,True
INT_004281,CLI_000904,PRD_0040,2025-02-13,Sucursal,True
INT_004282,CLI_000749,PRD_0010,2024-11-09,App Móvil,False
INT_004283,CLI_000950,PRD_0048,2025-08-02,Digital,False
INT_004284,CLI_000706,PRD_0009,2024-11-21,App Móvil,False
INT_004285,CLI_000697,PRD_0020,2025-06-11,Sucursal,True
INT_004286,CLI_000101,PRD_0007,2025-09-28,App Móvil,True
INT_004287,CLI_000259,PRD_0041,2025-04-21,Sucursal,True
INT_004288,CLI_000788,PRD_0015,2025-02-22,App Móvil,False
INT_004289,CLI_000356,PRD_0048,2025-08-19,App Móvil,True
INT_004290,CLI_000525,PRD_0001,2025-03-29,App Móvil,True
INT_004291,CLI_000144,PRD_0027,2025-01-01,Call Center,False
INT_004292,CLI_000047,PRD_0025,2024-10-16,App Móvil,False
INT_004293,CLI_000072,PRD_0014,2025-05-24,Sucursal,False
INT_004294,CLI_000791,PRD_0025,2025-09-11,App Móvil,False
INT_004295,CLI_000028,PRD_0004,2025-05-01,Digital,True
INT_004296,CLI_000803,PRD_0045,2025-04-18,App Móvil,True
INT_004297,CLI_000041,PRD_0023,2025-03-23,App Móvil,False
INT_004298,CLI_000704,PRD_0031,2025-07-08,App Móvil,True
INT_004299,CLI_000970,PRD_0011,2024-12-09,Call Center,False
INT_004300,CLI_000826,PRD_0019,2025-07-31,Call Center,False
INT_004301,CLI_000862,PRD_0019,2025-07-20,Digital,True
INT_004302,CLI_000604,PRD_0044,2025-03-06,Digital,False
INT_004303,CLI_000277,PRD_0038,2024-10-26,Digital,False
INT_004304,CLI_000575,PRD_0023,2025-01-06,App Móvil,True
INT_004305,CLI_000884,PRD_0044,2025-02-01,App Móvil,True
INT_004306,CLI_000282,PRD_0032,2025-05-13,Call Center,False
INT_004307,CLI_000726,PRD_0024,2025-01-29,Sucursal,False
INT_004308,CLI_000762,PRD_0024,2025-05-21,Call Center,True
INT_004309,CLI_000533,PRD_0002,2024-10-04,Sucursal,False
INT_004310,CLI_000586,PRD_0037,2024-12-22,App Móvil,True
INT_004311,CLI_000319,PRD_0048,2025-06-01,App Móvil,False
INT_004312,CLI_000867,PRD_0029,2025-06-20,App Móvil,False
INT_004313,CLI_000363,PRD_0008,2025-08-26,App Móvil,False
INT_004314,CLI_000791,PRD_0050,2025-09-03,App Móvil,False
INT_004315,CLI_000805,PRD_0029,2024-10-25,App Móvil,True
INT_004316,CLI_000352,PRD_0020,2025-03-20,App Móvil,True
INT_004317,CLI_000207,PRD_0005,2025-08-11,App Móvil,True
INT_004318,CLI_000494,PRD_0046,2024-12-05,Call Center,True
INT_004319,CLI_000323,PRD_0007,2025-01-13,Digital,False
INT_004320,CLI_000342,PRD_0033,2025-04-27,App Móvil,False
INT_004321,CLI_000079,PRD_0024,2024-11-02,Digital,False
INT_004322,CLI_000629,PRD_0020,2025-01-18,Digital,True
INT_004323,CLI_000966,PRD_0044,2025-07-29,Sucursal,True
INT_004324,CLI_000758,PRD_0012,2025-03-31,Digital,True
INT_004325,CLI_000643,PRD_0047,2025-02-14,Sucursal,True
INT_004326,CLI_000690,PRD_0024,2025-01-14,Sucursal,False
INT_004327,CLI_000776,PRD_0027,2025-03-13,App Móvil,True
INT_004328,CLI_000118,PRD_0037,2025-05-14,Call Center,True
INT_004329,CLI_000445,PRD_0039,2024-10-17,Sucursal,False
INT_004330,CLI_000795,PRD_0007,2024-12-12,App Móvil,True
INT_004331,CLI_000971,PRD_0032,2025-07-20,Digital,False
INT_004332,CLI_000512,PRD_0027,2025-08-10,Digital,False
INT_004333,CLI_000517,PRD_0043,2025-06-02,Call Center,False
INT_004334,CLI_000462,PRD_0015,2025-02-10,Sucursal,True
INT_004335,CLI_000202,PRD_0034,2025-09-19,Digital,True
INT_004336,CLI_000742,PRD_0026,2025-01-05,Sucursal,False
INT_004337,CLI_000783,PRD_0033,2025-05-21,Call Center,False
INT_004338,CLI_000930,PRD_0048,2024-12-26,App Móvil,True
INT_004339,CLI_000095,PRD_0006,2025-02-25,Sucursal,True
INT_004340,CLI_000001,PRD_0040,2025-03-14,Digital,True
INT_004341,CLI_000589,PRD_0019,2025-01-16,Call Center,True
INT_004342,CLI_000064,PRD_0001,2025-02-20,Call Center,True
INT_004343,CLI_000809,PRD_0024,2025-08-14,App Móvil,True
INT_004344,CLI_000043,PRD_0021,2025-03-22,Sucursal,True
INT_004345,CLI_000827,PRD_0045,2025-03-01,Digital,False
INT_004346,CLI_000462,PRD_0002,2025-06-29,Sucursal,True
INT_004347,CLI_000781,PRD_0046,2024-12-03,Call Center,True
INT_004348,CLI_000721,PRD_0027,2024-11-26,Digital,False
INT_004349,CLI_000184,PRD_0020,2025-02-24,Call Center,False
INT_004350,CLI_000770,PRD_0010,2025-09-08,Digital,True
INT_004351,CLI_000951,PRD_0046,2025-08-08,Call Center,False
INT_004352,CLI_000323,PRD_0044,2025-09-06,Digital,True
INT_004353,CLI_000830,PRD_0008,2024-12-13,App Móvil,False
INT_004354,CLI_000738,PRD_0029,2025-08-31,Call Center,False
INT_004355,CLI_000432,PRD_0035,2025-05-15,Call Center,False
INT_004356,CLI_000762,PRD_0007,2024-11-20,Call Center,True
INT_004357,CLI_000534,PRD_0006,2025-03-10,Digital,False
INT_004358,CLI_000166,PRD_0016,2025-08-13,Sucursal,False
INT_004359,CLI_000548,PRD_0028,2024-10-14,Call Center,True
INT_004360,CLI_000807,PRD_0032,2025-06-20,Sucursal,False
INT_004361,CLI_000045,PRD_0001,2025-06-21,Digital,True
INT_004362,CLI_000259,PRD_0042,2025-05-09,Sucursal,True
INT_004363,CLI_000397,PRD_0031,2025-05-09,Call Center,False
INT_004364,CLI_000430,PRD_0021,2025-08-16,Digital,False
INT_004365,CLI_000640,PRD_0032,2024-10-10,App Móvil,True
INT_004366,CLI_000858,PRD_0036,2025-04-30,Call Center,False
INT_004367,CLI_000912,PRD_0045,2024-10-16,Sucursal,False
INT_004368,CLI_000382,PRD_0005,2025-04-25,App Móvil,True
INT_004369,CLI_000187,PRD_0050,2025-07-10,Sucursal,False
INT_004370,CLI_000643,PRD_0035,2025-02-12,Sucursal,True
INT_004371,CLI_000661,PRD_0041,2025-09-27,App Móvil,True
INT_004372,CLI_000321,PRD_0036,2025-02-26,App Móvil,False
INT_004373,CLI_000039,PRD_0043,2025-07-05,Sucursal,True
INT_004374,CLI_000390,PRD_0024,2025-08-25,Sucursal,False
INT_004375,CLI_000662,PRD_0029,2025-09-29,App Móvil,True
INT_004376,CLI_000182,PRD_0002,2025-02-03,Call Center,True
INT_004377,CLI_000798,PRD_0048,2025-01-26,Sucursal,False
INT_004378,CLI_000257,PRD_0040,2025-02-04,Sucursal,False
INT_004379,CLI_000748,PRD_0029,2025-09-25,Digital,True
INT_004380,CLI_000518,PRD_0042,2025-05-08,Call Center,False
INT_004381,CLI_000439,PRD_0003,2025-01-08,Sucursal,False
INT_004382,CLI_000228,PRD_0012,2025-07-20,App Móvil,False
INT_004383,CLI_000136,PRD_0009,2025-08-13,Sucursal,False
INT_004384,CLI_000071,PRD_0002,2025-04-15,App Móvil,False
INT_004385,CLI_000599,PRD_0029,2025-04-07,Digital,True
INT_004386,CLI_000074,PRD_0035,2025-05-25,Call Center,False
INT_004387,CLI_000687,PRD_0043,2025-05-27,Sucursal,False
INT_004388,CLI_000984,PRD_0012,2025-09-27,Call Center,True
INT_004389,CLI_000708,PRD_0049,2025-05-02,Call Center,False
INT_004390,CLI_000560,PRD_0043,2025-01-11,Digital,False
INT_004391,CLI_000109,PRD_0028,2024-12-02,Digital,False
INT_004392,CLI_000594,PRD_0003,2025-05-18,App Móvil,False
INT_004393,CLI_000198,PRD_0045,2024-11-10,Call Center,False
INT_004394,CLI_000123,PRD_0004,2025-03-07,Digital,True
INT_004395,CLI_000505,PRD_0038,2024-10-31,Digital,False
INT_004396,CLI_000070,PRD_0036,2025-04-04,Sucursal,False
INT_004397,CLI_000682,PRD_0002,2025-05-31,Digital,False
INT_004398,CLI_000823,PRD_0019,2024-10-12,Call Center,False
INT_004399,CLI_000929,PRD_0016,2025-04-02,App Móvil,False
INT_004400,CLI_000727,PRD_0008,2025-08-19,App Móvil,True
INT_004401,CLI_000425,PRD_0032,2025-03-24,Sucursal,True
INT_004402,CLI_000880,PRD_0008,2025-05-16,App Móvil,False
INT_004403,CLI_000493,PRD_0035,2024-10-21,Call Center,False
INT_004404,CLI_000085,PRD_0049,2025-02-15,App Móvil,False
INT_004405,CLI_000162,PRD_0002,2025-01-07,Digital,False
INT_004406,CLI_000681,PRD_0042,2024-10-21,Call Center,True
INT_004407,CLI_000663,PRD_0001,2025-04-17,Digital,True
INT_004408,CLI_000573,PRD_0015,2025-03-04,Call Center,True
INT_004409,CLI_000971,PRD_0047,2025-05-15,Digital,False
INT_004410,CLI_000319,PRD_0047,2025-09-12,App Móvil,True
INT_004411,CLI_000241,PRD_0023,2024-10-09,Digital,False
INT_004412,CLI_000417,PRD_0028,2024-11-24,Sucursal,True
INT_004413,CLI_000378,PRD_0022,2025-02-13,App Móvil,True
INT_004414,CLI_000785,PRD_0022,2025-04-09,Sucursal,True
INT_004415,CLI_000449,PRD_0019,2025-09-29,App Móvil,True
INT_004416,CLI_000762,PRD_0019,2024-10-18,Call Center,False
INT_004417,CLI_000419,PRD_0035,2024-10-20,App Móvil,True
INT_004418,CLI_000306,PRD_0010,2025-05-08,Sucursal,True
INT_004419,CLI_000148,PRD_0042,2024-10-28,Sucursal,False
INT_004420,CLI_000675,PRD_0006,2025-01-27,Call Center,True
INT_004421,CLI_000719,PRD_0023,2025-05-06,Sucursal,True
INT_004422,CLI_000015,PRD_0036,2025-09-13,Call Center,True
INT_004423,CLI_000278,PRD_0022,2024-12-04,App Móvil,True
INT_004424,CLI_000675,PRD_0012,2025-01-26,Call Center,True
INT_004425,CLI_001000,PRD_0010,2025-02-25,Call Center,True
INT_004426,CLI_000902,PRD_0001,2025-10-03,Call Center,True
INT_004427,CLI_000637,PRD_0007,2025-07-25,Sucursal,True
INT_004428,CLI_000625,PRD_0007,2025-05-11,Call Center,True
INT_004429,CLI_000502,PRD_0009,2025-01-19,Call Center,False
INT_004430,CLI_000651,PRD_0019,2024-12-20,Digital,False
INT_004431,CLI_000278,PRD_0019,2025-08-20,App Móvil,True
INT_004432,CLI_000780,PRD_0019,2025-07-22,App Móvil,False
INT_004433,CLI_000088,PRD_0002,2025-06-25,App Móvil,False
INT_004434,CLI_000797,PRD_0020,2025-08-23,App Móvil,False
INT_004435,CLI_000904,PRD_0029,2025-09-17,Sucursal,True
INT_004436,CLI_000531,PRD_0007,2025-04-05,Call Center,False
INT_004437,CLI_000258,PRD_0035,2024-10-21,Digital,True
INT_004438,CLI_000368,PRD_0009,2025-03-01,App Móvil,False
INT_004439,CLI_000630,PRD_0031,2025-08-14,Sucursal,False
INT_004440,CLI_000091,PRD_0046,2025-05-02,Digital,False
INT_004441,CLI_000052,PRD_0016,2025-07-07,Call Center,False
INT_004442,CLI_000265,PRD_0045,2024-10-21,Call Center,False
INT_004443,CLI_000966,PRD_0020,2024-12-11,Sucursal,False
INT_004444,CLI_000758,PRD_0002,2025-06-23,Digital,True
INT_004445,CLI_000611,PRD_0008,2025-03-04,Call Center,True
INT_004446,CLI_000978,PRD_0035,2025-05-02,Call Center,True
INT_004447,CLI_000269,PRD_0034,2025-05-04,Digital,True
INT_004448,CLI_000881,PRD_0021,2024-11-16,Sucursal,False
INT_004449,CLI_000549,PRD_0043,2025-07-02,App Móvil,True
INT_004450,CLI_000972,PRD_0050,2025-02-22,Call Center,False
INT_004451,CLI_000905,PRD_0021,2025-01-07,App Móvil,True
INT_004452,CLI_000064,PRD_0043,2025-04-26,Call Center,True
INT_004453,CLI_000379,PRD_0032,2024-10-18,Sucursal,False
INT_004454,CLI_000655,PRD_0001,2025-02-06,Call Center,False
INT_004455,CLI_000172,PRD_0025,2025-02-07,Digital,True
INT_004456,CLI_000129,PRD_0042,2025-03-07,App Móvil,True
INT_004457,CLI_000034,PRD_0029,2024-12-21,Call Center,False
INT_004458,CLI_000085,PRD_0028,2025-03-02,App Móvil,True
INT_004459,CLI_000810,PRD_0008,2025-07-24,Call Center,True
INT_004460,CLI_000791,PRD_0015,2025-05-02,App Móvil,False
INT_004461,CLI_000240,PRD_0043,2024-12-10,Digital,False
INT_004462,CLI_000708,PRD_0043,2025-07-30,Call Center,False
INT_004463,CLI_000394,PRD_0022,2024-12-18,App Móvil,False
INT_004464,CLI_000306,PRD_0038,2025-09-06,Sucursal,False
INT_004465,CLI_000405,PRD_0005,2025-03-16,App Móvil,False
INT_004466,CLI_000146,PRD_0010,2024-10-25,App Móvil,True
INT_004467,CLI_000487,PRD_0038,2025-01-11,Sucursal,True
INT_004468,CLI_000739,PRD_0010,2025-09-06,Digital,True
INT_004469,CLI_000427,PRD_0006,2025-05-18,App Móvil,True
INT_004470,CLI_000566,PRD_0037,2024-11-05,App Móvil,False
INT_004471,CLI_000921,PRD_0050,2024-12-03,Call Center,True
