id_interaccion,id_cliente,id_producto,fecha_interaccion,canal,aceptado,segmento
INT_003956,CLI_000725,PRD_0047,2024-12-03,Call Center,False,Classic
INT_003957,CLI_000563,PRD_0004,2025-09-18,Sucursal,False,Premium
INT_003958,CLI_000545,PRD_0039,2025-07-23,Digital,True,Classic
INT_003959,CLI_000146,PRD_0008,2025-08-25,App Móvil,True,Premium
INT_003960,CLI_000230,PRD_0036,2025-03-04,Digital,True,Classic
INT_003961,CLI_000441,PRD_0049,2025-07-02,Digital,True,Premium
INT_003962,CLI_000125,PRD_0031,2025-07-24,Sucursal,False,Classic
INT_003963,CLI_000030,PRD_0004,2024-10-11,Sucursal,False,Premium
INT_003964,CLI_000875,PRD_0049,2025-02-05,Digital,False,Premium
INT_003965,CLI_000313,PRD_0029,2025-04-14,App Móvil,True,Premium
INT_003966,CLI_000483,PRD_0050,2024-11-07,Sucursal,False,Classic
INT_003967,CLI_000161,PRD_0018,2025-05-10,Sucursal,False,Classic
INT_003968,CLI_000321,PRD_0021,2025-09-03,App Móvil,True,Classic
INT_003969,CLI_000600,PRD_0004,2025-09-17,Sucursal,False,Premium
INT_003970,CLI_000592,PRD_0041,2025-07-07,Digital,False,Classic
INT_003971,CLI_000563,PRD_0047,2025-09-28,Sucursal,True,Premium
INT_003972,CLI_000577,PRD_0035,2025-03-01,Call Center,True,Premium
INT_003973,CLI_000487,PRD_0006,2025-02-13,Sucursal,False,Premium
INT_003974,CLI_000802,PRD_0004,2025-05-24,Digital,True,Premium
INT_003975,CLI_000818,PRD_0001,2025-01-20,App Móvil,False,Classic
INT_003976,CLI_000519,PRD_0049,2025-06-09,App Móvil,False,Basic
INT_003977,CLI_000692,PRD_0008,2025-07-15,Sucursal,True,Classic
INT_003978,CLI_000769,PRD_0043,2025-08-17,Call Center,True,Classic
INT_003979,CLI_000733,PRD_0021,2025-07-31,Call Center,False,Classic
INT_003980,CLI_000426,PRD_0045,2025-03-12,Call Center,False,Classic
INT_003981,CLI_000999,PRD_0029,2025-06-13,App Móvil,False,Basic
INT_003982,CLI_000144,PRD_0031,2024-12-21,Call Center,True,Classic
INT_003983,CLI_000120,PRD_0028,2025-08-25,Call Center,False,Classic
INT_003984,CLI_000650,PRD_0006,2025-02-06,Sucursal,False,Classic
INT_003985,CLI_000683,PRD_0008,2024-11-03,Call Center,True,Premium
INT_003986,CLI_000619,PRD_0018,2025-03-23,App Móvil,False,Basic
INT_003987,CLI_000888,PRD_0050,2025-03-27,App Móvil,True,Classic
INT_003988,CLI_000794,PRD_0033,2025-06-26,Sucursal,False,Classic
INT_003989,CLI_000730,PRD_0034,2025-08-11,App Móvil,True,Premium
INT_003990,CLI_000187,PRD_0007,2024-11-29,Sucursal,True,Basic
INT_003991,CLI_000051,PRD_0047,2025-04-15,Digital,False,Basic
INT_003992,CLI_000727,PRD_0044,2025-05-12,App Móvil,True,Premium
INT_003993,CLI_000881,PRD_0043,2025-08-10,Sucursal,True,Classic
INT_003994,CLI_000291,PRD_0032,2024-12-02,Sucursal,True,Premium
INT_003995,CLI_000487,PRD_0028,2025-04-28,Sucursal,True,Premium
INT_003996,CLI_000225,PRD_0020,2025-06-22,Sucursal,True,Classic
INT_003997,CLI_000674,PRD_0041,2025-09-17,Call Center,False,Classic
INT_003998,CLI_000034,PRD_0011,2025-08-21,Call Center,False,Basic
INT_003999,CLI_000135,PRD_0038,2024-12-18,Digital,False,Basic
INT_004000,CLI_000423,PRD_0002,2025-01-29,Digital,True,Premium
INT_004001,CLI_000020,PRD_0022,2025-04-25,Digital,True,Classic
INT_004002,CLI_000861,PRD_0034,2025-04-28,Sucursal,True,Basic
INT_004003,CLI_000025,PRD_0047,2025-04-04,Call Center,True,Classic
INT_004004,CLI_000668,PRD_0045,2025-03-14,Digital,False,Premium
INT_004005,CLI_000514,PRD_0026,2025-04-25,Sucursal,False,Basic
INT_004006,CLI_000067,PRD_0050,2025-04-04,App Móvil,False,Premium
INT_004007,CLI_000977,PRD_0049,2024-10-09,Sucursal,False,Classic
INT_004008,CLI_000331,PRD_0020,2025-04-17,Call Center,False,Classic
INT_004009,CLI_000139,PRD_0031,2025-01-19,Call Center,False,Classic
INT_004010,CLI_000459,PRD_0009,2025-07-19,Call Center,True,Premium
INT_004011,CLI_000326,PRD_0019,2025-03-22,Sucursal,True,Basic
INT_004012,CLI_000281,PRD_0035,2025-09-14,Sucursal,False,Basic
INT_004013,CLI_000706,PRD_0034,2025-07-18,App Móvil,False,Basic
INT_004014,CLI_000447,PRD_0048,2025-08-24,Call Center,False,Basic
INT_004015,CLI_000150,PRD_0006,2025-08-17,Sucursal,False,Classic
INT_004016,CLI_000388,PRD_0016,2025-06-07,App Móvil,False,Premium
INT_004017,CLI_000924,PRD_0041,2024-10-20,Digital,False,Basic
INT_004018,CLI_000049,PRD_0024,2025-07-13,App Móvil,False,Classic
INT_004019,CLI_000785,PRD_0044,2025-01-20,Sucursal,False,Premium
INT_004020,CLI_000683,PRD_0033,2024-11-26,Call Center,True,Premium
INT_004021,CLI_000996,PRD_0014,2025-04-12,App Móvil,True,Premium
INT_004022,CLI_000310,PRD_0016,2025-07-28,Call Center,True,Classic
INT_004023,CLI_000985,PRD_0045,2025-04-02,App Móvil,False,Basic
INT_004024,CLI_000178,PRD_0004,2025-02-25,Sucursal,False,Classic
INT_004025,CLI_000089,PRD_0036,2024-10-04,App Móvil,True,Basic
INT_004026,CLI_000822,PRD_0025,2025-03-19,App Móvil,False,Premium
INT_004027,CLI_000989,PRD_0043,2024-11-25,App Móvil,True,Classic
INT_004028,CLI_000082,PRD_0042,2025-07-17,Digital,False,Classic
INT_004029,CLI_000997,PRD_0009,2025-01-22,App Móvil,False,Basic
INT_004030,CLI_000643,PRD_0027,2025-09-26,Sucursal,True,Classic
INT_004031,CLI_000263,PRD_0045,2025-04-28,Sucursal,True,Premium
INT_004032,CLI_000837,PRD_0004,2025-08-20,App Móvil,False,Basic
INT_004033,CLI_000141,PRD_0028,2025-02-13,Digital,False,Basic
INT_004034,CLI_000321,PRD_0033,2025-05-05,App Móvil,True,Classic
INT_004035,CLI_000741,PRD_0024,2025-05-13,Sucursal,True,Classic
INT_004036,CLI_000408,PRD_0019,2025-04-06,Sucursal,True,Premium
INT_004037,CLI_000387,PRD_0044,2025-07-04,Call Center,True,Classic
INT_004038,CLI_000627,PRD_0012,2025-02-10,Sucursal,False,Classic
INT_004039,CLI_000910,PRD_0048,2025-02-03,Call Center,True,Classic
INT_004040,CLI_000842,PRD_0015,2025-02-19,App Móvil,False,Classic
INT_004041,CLI_000376,PRD_0016,2025-07-24,Call Center,False,Classic
INT_004042,CLI_000976,PRD_0049,2024-12-16,Sucursal,False,Classic
INT_004043,CLI_000812,PRD_0001,2025-03-31,App Móvil,False,Basic
INT_004044,CLI_000163,PRD_0011,2025-03-12,Digital,False,Classic
INT_004045,CLI_000236,PRD_0027,2024-11-20,Call Center,False,Basic
INT_004046,CLI_000078,PRD_0022,2025-07-29,Sucursal,False,Premium
INT_004047,CLI_000113,PRD_0012,2025-01-14,Digital,False,Basic
INT_004048,CLI_000487,PRD_0007,2025-04-26,Sucursal,False,Premium
INT_004049,CLI_000454,PRD_0047,2024-10-19,App Móvil,False,Basic
INT_004050,CLI_000164,PRD_0046,2025-02-15,Sucursal,True,Classic
INT_004051,CLI_000786,PRD_0023,2024-10-19,Digital,True,Basic
INT_004052,CLI_000743,PRD_0005,2024-11-08,Sucursal,True,Basic
INT_004053,CLI_000147,PRD_0004,2025-05-31,Digital,True,Classic
INT_004054,CLI_000470,PRD_0022,2024-12-20,App Móvil,False,Basic
INT_004055,CLI_000695,PRD_0021,2025-08-11,App Móvil,True,Premium
INT_004056,CLI_000815,PRD_0008,2025-07-14,App Móvil,False,Basic
INT_004057,CLI_000328,PRD_0029,2025-08-27,App Móvil,False,Classic
INT_004058,CLI_000102,PRD_0048,2025-02-09,App Móvil,True,Classic
INT_004059,CLI_000497,PRD_0039,2025-04-08,Digital,False,Classic
INT_004060,CLI_000991,PRD_0015,2024-11-09,App Móvil,False,Basic
INT_004061,CLI_000618,PRD_0034,2025-02-07,Digital,False,Classic
INT_004062,CLI_000926,PRD_0016,2025-07-03,Digital,True,Premium
INT_004063,CLI_000762,PRD_0006,2025-03-14,Call Center,False,Classic
INT_004064,CLI_000769,PRD_0046,2025-06-23,Call Center,False,Classic
INT_004065,CLI_000087,PRD_0048,2025-08-31,Sucursal,False,Basic
INT_004066,CLI_000817,PRD_0045,2024-11-28,Call Center,True,Classic
INT_004067,CLI_000114,PRD_0025,2024-10-09,Sucursal,False,Basic
INT_004068,CLI_000636,PRD_0044,2025-08-06,App Móvil,False,Classic
INT_004069,CLI_000151,PRD_0004,2025-09-14,Digital,False,Basic
INT_004070,CLI_000561,PRD_0019,2025-02-05,App Móvil,False,Basic
INT_004071,CLI_000982,PRD_0004,2025-06-16,Sucursal,True,Basic
INT_004072,CLI_000333,PRD_0011,2025-09-17,Call Center,True,Premium
INT_004073,CLI_000971,PRD_0039,2025-03-23,Digital,False,Classic
INT_004074,CLI_000756,PRD_0050,2025-04-01,Sucursal,True,Basic
INT_004075,CLI_000539,PRD_0044,2025-02-03,App Móvil,False,Classic
INT_004076,CLI_000327,PRD_0014,2025-06-17,Digital,True,Classic
INT_004077,CLI_000447,PRD_0032,2024-10-18,Call Center,False,Basic
INT_004078,CLI_000317,PRD_0004,2025-05-27,App Móvil,False,Classic
INT_004079,CLI_000054,PRD_0040,2025-08-22,App Móvil,False,Basic
INT_004080,CLI_000382,PRD_0019,2025-05-16,App Móvil,True,Classic
INT_004081,CLI_000289,PRD_0027,2025-05-04,Digital,True,Classic
INT_004082,CLI_000883,PRD_0007,2025-02-14,Digital,False,Premium
INT_004083,CLI_000605,PRD_0043,2025-01-08,Sucursal,False,Premium
INT_004084,CLI_000929,PRD_0034,2025-05-24,App Móvil,True,Classic
INT_004085,CLI_000262,PRD_0012,2025-09-06,App Móvil,True,Basic
INT_004086,CLI_000256,PRD_0033,2025-02-26,Call Center,True,Classic
INT_004087,CLI_000642,PRD_0003,2025-05-04,App Móvil,True,Classic
INT_004088,CLI_000045,PRD_0008,2025-04-08,Digital,True,Classic
INT_004089,CLI_000974,PRD_0040,2025-01-30,App Móvil,False,Classic
INT_004090,CLI_000961,PRD_0031,2024-10-16,Call Center,True,Premium
INT_004091,CLI_000894,PRD_0018,2024-10-12,Call Center,False,Classic
INT_004092,CLI_000082,PRD_0002,2024-10-14,Digital,True,Classic
INT_004093,CLI_000180,PRD_0040,2025-09-28,Sucursal,True,Premium
INT_004094,CLI_000101,PRD_0045,2024-12-02,App Móvil,False,Premium
INT_004095,CLI_000908,PRD_0039,2024-10-27,Sucursal,True,Classic
INT_004096,CLI_000900,PRD_0047,2025-07-21,App Móvil,True,Premium
INT_004097,CLI_000530,PRD_0028,2025-04-24,App Móvil,False,Basic
INT_004098,CLI_000373,PRD_0026,2025-02-11,Digital,True,Premium
INT_004099,CLI_000427,PRD_0038,2025-01-21,App Móvil,False,Classic
INT_004100,CLI_000641,PRD_0025,2025-08-06,App Móvil,False,Premium
INT_004101,CLI_000257,PRD_0012,2024-10-23,Sucursal,False,Basic
INT_004102,CLI_000924,PRD_0049,2025-01-10,Digital,False,Basic
INT_004103,CLI_000388,PRD_0041,2025-02-15,App Móvil,False,Premium
INT_004104,CLI_000059,PRD_0049,2025-07-31,Sucursal,False,Premium
INT_004105,CLI_000237,PRD_0050,2024-11-10,Digital,False,Classic
INT_004106,CLI_000974,PRD_0024,2025-08-15,App Móvil,False,Classic
INT_004107,CLI_000298,PRD_0032,2025-06-29,Sucursal,True,Classic
INT_004108,CLI_000112,PRD_0024,2024-12-28,Digital,True,Premium
INT_004109,CLI_000017,PRD_0008,2024-11-30,App Móvil,False,Classic
INT_004110,CLI_000691,PRD_0009,2025-04-08,App Móvil,True,Classic
INT_004111,CLI_000531,PRD_0047,2025-06-28,Call Center,True,Basic
INT_004112,CLI_000933,PRD_0009,2024-12-12,Digital,False,Basic
INT_004113,CLI_000348,PRD_0020,2025-03-28,Sucursal,False,Premium
INT_004114,CLI_000663,PRD_0022,2025-09-25,Digital,False,Classic
INT_004115,CLI_000165,PRD_0009,2025-04-29,Call Center,True,Premium
INT_004116,CLI_000836,PRD_0018,2025-08-01,Sucursal,False,Classic
INT_004117,CLI_000933,PRD_0020,2024-11-05,Digital,False,Basic
INT_004118,CLI_000359,PRD_0006,2025-03-06,Call Center,False,Basic
INT_004119,CLI_000892,PRD_0038,2025-04-06,Digital,False,Basic
INT_004120,CLI_000497,PRD_0025,2025-02-27,Digital,False,Classic
INT_004121,CLI_000173,PRD_0016,2025-04-15,Call Center,False,Classic
INT_004122,CLI_000807,PRD_0050,2025-07-05,Sucursal,True,Basic
INT_004123,CLI_000932,PRD_0005,2025-03-26,Sucursal,False,Basic
INT_004124,CLI_000095,PRD_0037,2024-12-03,Sucursal,True,Basic
INT_004125,CLI_000712,PRD_0017,2025-02-22,App Móvil,True,Classic
INT_004126,CLI_000785,PRD_0037,2024-10-31,Sucursal,True,Premium
INT_004127,CLI_000022,PRD_0024,2025-02-22,Digital,False,Premium
INT_004128,CLI_000802,PRD_0023,2024-10-09,Digital,True,Premium
INT_004129,CLI_000456,PRD_0004,2025-08-14,App Móvil,False,Classic
INT_004130,CLI_000244,PRD_0007,2025-08-11,App Móvil,False,Classic
INT_004131,CLI_000193,PRD_0022,2025-09-25,Call Center,True,Basic
INT_004132,CLI_000867,PRD_0024,2025-03-07,App Móvil,False,Premium
INT_004133,CLI_000040,PRD_0003,2024-11-18,Call Center,True,Classic
INT_004134,CLI_000740,PRD_0015,2025-08-13,Call Center,False,Classic
INT_004135,CLI_000592,PRD_0025,2025-01-19,Digital,False,Classic
INT_004136,CLI_000018,PRD_0018,2025-09-17,Call Center,False,Classic
INT_004137,CLI_000005,PRD_0036,2025-03-02,Digital,False,Premium
INT_004138,CLI_000897,PRD_0026,2025-02-13,Call Center,True,Classic
INT_004139,CLI_000654,PRD_0005,2025-08-06,App Móvil,False,Basic
INT_004140,CLI_000348,PRD_0005,2025-02-05,Sucursal,True,Premium
INT_004141,CLI_000967,PRD_0028,2025-04-07,Digital,False,Basic
INT_004142,CLI_000920,PRD_0014,2025-02-08,Digital,False,Premium
INT_004143,CLI_000940,PRD_0021,2024-11-07,Call Center,True,Classic
INT_004144,CLI_000416,PRD_0002,2025-03-15,Sucursal,False,Classic
INT_004145,CLI_000188,PRD_0020,2025-03-26,App Móvil,True,Classic
INT_004146,CLI_000768,PRD_0006,2025-01-17,Sucursal,False,Basic
INT_004147,CLI_000704,PRD_0002,2024-10-31,App Móvil,True,Premium
INT_004148,CLI_000024,PRD_0042,2025-03-05,App Móvil,True,Classic
INT_004149,CLI_000584,PRD_0009,2025-10-01,Sucursal,False,Classic
INT_004150,CLI_000541,PRD_0034,2025-03-05,Sucursal,False,Basic
INT_004151,CLI_000041,PRD_0005,2025-09-20,App Móvil,True,Premium
INT_004152,CLI_000774,PRD_0033,2025-03-26,Digital,True,Classic
INT_004153,CLI_000214,PRD_0013,2025-01-11,App Móvil,False,Classic
INT_004154,CLI_000412,PRD_0012,2024-11-30,Call Center,False,Basic
INT_004155,CLI_000455,PRD_0020,2025-07-08,Call Center,True,Premium
INT_004156,CLI_000204,PRD_0018,2025-02-25,App Móvil,False,Basic
INT_004157,CLI_000392,PRD_0039,2025-03-17,App Móvil,True,Classic
INT_004158,CLI_000195,PRD_0004,2024-11-08,App Móvil,True,Classic
INT_004159,CLI_000768,PRD_0047,2025-09-07,Sucursal,False,Basic
INT_004160,CLI_000182,PRD_0031,2024-12-12,Call Center,False,Premium
INT_004161,CLI_000194,PRD_0028,2024-11-12,App Móvil,False,Classic
INT_004162,CLI_000700,PRD_0010,2025-07-07,Call Center,True,Classic
INT_004163,CLI_000328,PRD_0012,2025-04-24,App Móvil,True,Classic
INT_004164,CLI_000057,PRD_0001,2025-02-22,Sucursal,True,Premium
INT_004165,CLI_000296,PRD_0041,2024-10-05,Call Center,True,Classic
INT_004166,CLI_000249,PRD_0007,2025-01-18,Digital,False,Basic
INT_004167,CLI_000449,PRD_0015,2024-12-12,App Móvil,True,Classic
INT_004168,CLI_000676,PRD_0027,2024-11-16,App Móvil,False,Basic
INT_004169,CLI_000462,PRD_0007,2024-12-24,Sucursal,False,Classic
INT_004170,CLI_000970,PRD_0007,2025-04-21,Call Center,True,Classic
INT_004171,CLI_000155,PRD_0007,2025-08-17,App Móvil,True,Basic
INT_004172,CLI_000200,PRD_0011,2025-09-28,Sucursal,True,Basic
INT_004173,CLI_000888,PRD_0023,2024-12-04,App Móvil,False,Classic
INT_004174,CLI_000382,PRD_0006,2024-11-21,App Móvil,True,Classic
INT_004175,CLI_000587,PRD_0026,2025-08-24,App Móvil,False,Premium
INT_004176,CLI_000616,PRD_0008,2025-09-21,Call Center,False,Basic
INT_004177,CLI_000589,PRD_0046,2025-07-29,Call Center,False,Premium
INT_004178,CLI_000499,PRD_0021,2024-11-13,Digital,False,Basic
INT_004179,CLI_000757,PRD_0004,2025-04-03,Sucursal,False,Classic
INT_004180,CLI_000487,PRD_0028,2024-11-03,Sucursal,True,Premium
INT_004181,CLI_000048,PRD_0024,2025-05-04,App Móvil,False,Classic
INT_004182,CLI_000579,PRD_0047,2025-05-31,Digital,True,Classic
INT_004183,CLI_000105,PRD_0048,2025-03-24,Call Center,False,Basic
INT_004184,CLI_000376,PRD_0039,2024-10-31,Call Center,False,Classic
INT_004185,CLI_000067,PRD_0003,2025-08-22,App Móvil,True,Premium
INT_004186,CLI_000715,PRD_0011,2024-11-16,Call Center,False,Classic
INT_004187,CLI_000625,PRD_0014,2024-12-11,Call Center,True,Classic
INT_004188,CLI_000275,PRD_0046,2025-08-08,App Móvil,False,Classic
INT_004189,CLI_000873,PRD_0030,2024-12-02,Digital,False,Classic
INT_004190,CLI_000695,PRD_0017,2025-07-23,App Móvil,True,Premium
INT_004191,CLI_000260,PRD_0025,2025-07-03,Digital,True,Premium
INT_004192,CLI_000907,PRD_0010,2025-01-23,App Móvil,True,Basic
INT_004193,CLI_000192,PRD_0039,2025-06-19,Sucursal,False,Basic
INT_004194,CLI_000353,PRD_0043,2025-01-25,Call Center,True,Classic
INT_004195,CLI_000697,PRD_0016,2025-03-06,Sucursal,False,Classic
INT_004196,CLI_000568,PRD_0042,2024-11-17,App Móvil,True,Classic
INT_004197,CLI_000654,PRD_0041,2024-10-17,App Móvil,True,Basic
INT_004198,CLI_000929,PRD_0040,2025-04-26,App Móvil,True,Classic
INT_004199,CLI_000221,PRD_0030,2025-02-15,Call Center,False,Classic
INT_004200,CLI_000919,PRD_0001,2025-07-03,App Móvil,False,Basic
INT_004201,CLI_000984,PRD_0043,2025-07-04,Call Center,True,Premium
INT_004202,CLI_000280,PRD_0002,2024-11-14,App Móvil,False,Basic
INT_004203,CLI_000932,PRD_0013,2025-09-17,Sucursal,False,Basic
INT_004204,CLI_000534,PRD_0034,2025-04-11,Digital,True,Classic
INT_004205,CLI_000435,PRD_0001,2025-01-29,App Móvil,False,Premium
INT_004206,CLI_000491,PRD_0041,2024-11-30,Sucursal,False,Classic
INT_004207,CLI_000475,PRD_0050,2025-07-14,Sucursal,False,Classic
INT_004208,CLI_000487,PRD_0029,2025-05-26,Sucursal,True,Premium
INT_004209,CLI_000873,PRD_0008,2025-06-27,Digital,False,Classic
INT_004210,CLI_000350,PRD_0046,2025-01-02,Sucursal,False,Classic
INT_004211,CLI_000846,PRD_0015,2025-01-14,Call Center,True,Classic
INT_004212,CLI_000870,PRD_0049,2025-06-15,Digital,False,Basic
INT_004213,CLI_000390,PRD_0023,2025-08-06,Sucursal,False,Basic
INT_004214,CLI_000371,PRD_0030,2025-09-18,Call Center,False,Premium
INT_004215,CLI_000351,PRD_0042,2025-06-13,App Móvil,True,Classic
INT_004216,CLI_000126,PRD_0007,2024-10-14,Sucursal,True,Classic
INT_004217,CLI_000527,PRD_0043,2025-05-19,Digital,False,Classic
INT_004218,CLI_000861,PRD_0030,2025-06-23,Sucursal,False,Basic
INT_004219,CLI_000649,PRD_0012,2025-04-08,Sucursal,False,Basic
INT_004220,CLI_000858,PRD_0004,2024-11-04,Call Center,False,Classic
INT_004221,CLI_000463,PRD_0040,2025-01-23,App Móvil,False,Basic
INT_004222,CLI_000207,PRD_0016,2025-03-13,App Móvil,True,Premium
INT_004223,CLI_000204,PRD_0022,2025-05-28,App Móvil,False,Basic
INT_004224,CLI_000122,PRD_0018,2024-10-17,Call Center,True,Basic
INT_004225,CLI_000179,PRD_0005,2025-05-13,App Móvil,False,Basic
INT_004226,CLI_000045,PRD_0045,2025-08-12,Digital,False,Classic
INT_004227,CLI_000636,PRD_0039,2024-12-07,App Móvil,False,Classic
INT_004228,CLI_000887,PRD_0040,2025-06-20,Sucursal,True,Classic
INT_004229,CLI_000948,PRD_0023,2025-01-27,App Móvil,False,Basic
INT_004230,CLI_000542,PRD_0003,2025-02-17,App Móvil,True,Classic
INT_004231,CLI_000609,PRD_0021,2025-05-17,Call Center,True,Classic
INT_004232,CLI_000694,PRD_0028,2024-11-19,Call Center,False,Classic
INT_004233,CLI_000715,PRD_0021,2025-03-21,Call Center,True,Classic
INT_004234,CLI_000519,PRD_0004,2024-12-17,App Móvil,False,Basic
INT_004235,CLI_000043,PRD_0014,2024-11-14,Sucursal,True,Premium
INT_004236,CLI_000384,PRD_0012,2025-02-15,Call Center,False,Basic
INT_004237,CLI_000211,PRD_0040,2025-09-16,App Móvil,True,Classic
INT_004238,CLI_000639,PRD_0003,2025-05-27,Sucursal,False,Classic
INT_004239,CLI_000119,PRD_0016,2025-05-06,Sucursal,False,Basic
INT_004240,CLI_000481,PRD_0026,2024-11-07,Digital,False,Classic
INT_004241,CLI_000132,PRD_0049,2025-01-05,Call Center,False,Classic
INT_004242,CLI_000184,PRD_0021,2025-09-18,Call Center,False,Basic
INT_004243,CLI_000632,PRD_0038,2025-04-21,Sucursal,True,Basic
INT_004244,CLI_000039,PRD_0010,2025-06-30,Sucursal,True,Classic
INT_004245,CLI_000333,PRD_0042,2025-08-27,Call Center,True,Premium
INT_004246,CLI_000744,PRD_0016,2025-03-27,Sucursal,True,Classic
INT_004247,CLI_000031,PRD_0048,2025-04-26,App Móvil,False,Classic
INT_004248,CLI_000709,PRD_0035,2025-04-23,Call Center,True,Classic
INT_004249,CLI_000983,PRD_0050,2025-04-18,Sucursal,False,Premium
INT_004250,CLI_000809,PRD_0042,2024-12-17,App Móvil,True,Classic
INT_004251,CLI_000650,PRD_0042,2025-06-06,Sucursal,False,Classic
INT_004252,CLI_000134,PRD_0042,2025-03-20,Sucursal,False,Classic
INT_004253,CLI_000262,PRD_0009,2025-06-17,App Móvil,False,Basic
INT_004254,CLI_000271,PRD_0025,2025-08-12,App Móvil,False,Basic
INT_004255,CLI_000329,PRD_0036,2024-11-26,App Móvil,False,Classic
INT_004256,CLI_000733,PRD_0042,2024-10-25,Call Center,False,Classic
INT_004257,CLI_000414,PRD_0028,2024-11-07,Digital,True,Classic
INT_004258,CLI_000662,PRD_0038,2025-02-23,App Móvil,False,Basic
INT_004259,CLI_000215,PRD_0034,2025-04-23,App Móvil,False,Basic
INT_004260,CLI_000542,PRD_0002,2025-09-08,App Móvil,True,Classic
INT_004261,CLI_000072,PRD_0009,2025-01-21,Sucursal,False,Premium
INT_004262,CLI_000736,PRD_0020,2025-05-16,App Móvil,True,Basic
INT_004263,CLI_000799,PRD_0037,2025-08-01,Call Center,False,Classic
INT_004264,CLI_000081,PRD_0024,2024-11-30,Digital,False,Basic
INT_004265,CLI_000606,PRD_0032,2025-03-21,App Móvil,True,Classic
INT_004266,CLI_000571,PRD_0023,2025-09-23,Call Center,True,Classic
INT_004267,CLI_000292,PRD_0037,2024-11-08,Call Center,True,Premium
INT_004268,CLI_000049,PRD_0001,2024-12-13,App Móvil,False,Classic
INT_004269,CLI_000162,PRD_0039,2025-02-09,Digital,False,Classic
INT_004270,CLI_000064,PRD_0006,2025-03-11,Call Center,True,Classic
INT_004271,CLI_000578,PRD_0049,2025-01-03,Sucursal,True,Basic
INT_004272,CLI_000483,PRD_0023,2025-09-13,Sucursal,False,Classic
INT_004273,CLI_000401,PRD_0022,2025-09-25,Sucursal,True,Premium
INT_004274,CLI_000951,PRD_0004,2025-08-16,Call Center,True,Classic
INT_004275,CLI_000185,PRD_0012,2025-03-05,Call Center,False,Classic
INT_004276,CLI_000616,PRD_0014,2025-05-16,Call Center,False,Basic
INT_004277,CLI_000341,PRD_0015,2025-04-09,App Móvil,True,Classic
INT_004278,CLI_000955,PRD_0050,2024-12-23,Sucursal,True,Classic
INT_004279,CLI_000873,PRD_0012,2025-01-24,Digital,False,Classic
INT_004280,CLI_000564,PRD_0047,2025-03-16,Call Center,True,Premium
INT_004281,CLI_000904,PRD_0040,2025-02-13,Sucursal,True,Classic
INT_004282,CLI_000749,PRD_0010,2024-11-09,App Móvil,False,Basic
INT_004283,CLI_000950,PRD_0048,2025-08-02,Digital,False,Classic
INT_004284,CLI_000706,PRD_0009,2024-11-21,App Móvil,False,Basic
INT_004285,CLI_000697,PRD_0020,2025-06-11,Sucursal,True,Classic
INT_004286,CLI_000101,PRD_0007,2025-09-28,App Móvil,True,Premium
INT_004287,CLI_000259,PRD_0041,2025-04-21,Sucursal,True,Classic
INT_004288,CLI_000788,PRD_0015,2025-02-22,App Móvil,False,Classic
INT_004289,CLI_000356,PRD_0048,2025-08-19,App Móvil,True,Classic
INT_004290,CLI_000525,PRD_0001,2025-03-29,App Móvil,True,Basic
INT_004291,CLI_000144,PRD_0027,2025-01-01,Call Center,False,Classic
INT_004292,CLI_000047,PRD_0025,2024-10-16,App Móvil,False,Classic
INT_004293,CLI_000072,PRD_0014,2025-05-24,Sucursal,False,Premium
INT_004294,CLI_000791,PRD_0025,2025-09-11,App Móvil,False,Premium
INT_004295,CLI_000028,PRD_0004,2025-05-01,Digital,True,Classic
INT_004296,CLI_000803,PRD_0045,2025-04-18,App Móvil,True,Classic
INT_004297,CLI_000041,PRD_0023,2025-03-23,App Móvil,False,Premium
INT_004298,CLI_000704,PRD_0031,2025-07-08,App Móvil,True,Premium
INT_004299,CLI_000970,PRD_0011,2024-12-09,Call Center,False,Classic
INT_004300,CLI_000826,PRD_0019,2025-07-31,Call Center,False,Basic
INT_004301,CLI_000862,PRD_0019,2025-07-20,Digital,True,Classic
INT_004302,CLI_000604,PRD_0044,2025-03-06,Digital,False,Premium
INT_004303,CLI_000277,PRD_0038,2024-10-26,Digital,False,Basic
INT_004304,CLI_000575,PRD_0023,2025-01-06,App Móvil,True,Basic
INT_004305,CLI_000884,PRD_0044,2025-02-01,App Móvil,True,Premium
INT_004306,CLI_000282,PRD_0032,2025-05-13,Call Center,False,Classic
INT_004307,CLI_000726,PRD_0024,2025-01-29,Sucursal,False,Basic
INT_004308,CLI_000762,PRD_0024,2025-05-21,Call Center,True,Classic
INT_004309,CLI_000533,PRD_0002,2024-10-04,Sucursal,False,Basic
INT_004310,CLI_000586,PRD_0037,2024-12-22,App Móvil,True,Classic
INT_004311,CLI_000319,PRD_0048,2025-06-01,App Móvil,False,Premium
INT_004312,CLI_000867,PRD_0029,2025-06-20,App Móvil,False,Premium
INT_004313,CLI_000363,PRD_0008,2025-08-26,App Móvil,False,Classic
INT_004314,CLI_000791,PRD_0050,2025-09-03,App Móvil,False,Premium
INT_004315,CLI_000805,PRD_0029,2024-10-25,App Móvil,True,Classic
INT_004316,CLI_000352,PRD_0020,2025-03-20,App Móvil,True,Basic
INT_004317,CLI_000207,PRD_0005,2025-08-11,App Móvil,True,Premium
INT_004318,CLI_000494,PRD_0046,2024-12-05,Call Center,True,Premium
